id,created_at,updated_at,name,status,gsf_standards_version,estimated_annual_credits,crediting_period_start_date,crediting_period_end_date,methodology,type,size,sustaincert_id
1399,2019-03-27T13:53:36Z,2026-09-01T06:08:38Z,GS1340 Efficient cookstoves in Burkina Faso - VPA-02 - tiipaalga F3PA cookstoves in Bam and Loroum,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,8822,2015-02-08,2025-02-07,,Energy Efficiency - Domestic,Micro Scale,3516
1398,2019-03-27T13:53:36Z,2026-09-01T06:07:10Z,GS1340 Efficient cookstoves in Burkina Faso - VPA-01 - tiipaalga F3PA cookstoves in Bam and Loroum,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,8818,2015-02-05,2025-02-04,,Energy Efficiency - Domestic,Micro Scale,2456
1397,2019-03-27T13:53:36Z,2026-08-06T10:50:09Z,Mersin Wind Farm Project,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,151362,2010-08-16,2032-09-04,,Wind,Large Scale,753
1390,2019-03-27T13:53:35Z,2020-05-07T18:28:23Z,Solar Lighting in Rural Ethiopia - VPA 1,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,10000,2010-09-13,2020-09-13,AMS-I.A. Electricity generation by the user,Solar Thermal - Electricity,Microscale,922
1389,2019-03-27T13:53:35Z,2025-05-09T15:49:49Z,Solar Lighting in Rural Areas PoA,GOLD_STANDARD_CERTIFIED_DESIGN,Gold Standard for the Global Goals,0,2010-09-13,2017-09-12,AMS-I.A. Electricity generation by the user,Solar Thermal - Electricity,Micro Scale,911
1388,2019-03-27T13:53:35Z,2025-05-09T15:49:33Z,"GS1247 VPA 109 Improved Kitchen Regimes: Kayonza District Borehole Project, Rwanda",GOLD_STANDARD_CERTIFIED_PROJECT,V2.1 SOP,10000,2016-08-20,2023-08-19,GS TPDDTEC v 1.,Energy Efficiency - Domestic,Micro Scale,5395
1384,2019-03-27T13:53:34Z,2025-05-09T15:49:49Z,"19.2 MWp Solar Power Project by HZL at Debari and Dariba, Rajasthan",GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,23462,2019-07-23,2024-07-22,ACM0002 Grid-connected electricity generation from renewable sources,Solar Thermal - Electricity,Large Scale,6279
1383,2019-03-27T13:53:34Z,2020-05-07T18:33:18Z,The Distributed PV Power Generation Micro-scale PoA in Taiwan,GOLD_STANDARD_CERTIFIED_DESIGN,2.2,0,2016-10-01,2044-09-30,AMS-I.D. Grid connected renewable electricity generation,Solar Thermal - Electricity,Microscale,6033
1382,2019-03-27T13:53:34Z,2020-05-07T18:33:16Z,The Distributed PV Power Generation Micro-scale PoA in Taiwan(VPA01),GOLD_STANDARD_CERTIFIED_DESIGN,2.2,771,2016-10-01,2023-09-30,AMS-I.D. Grid connected renewable electricity generation,Solar Thermal - Electricity,Microscale,6032
1381,2019-03-27T13:53:33Z,2026-01-04T22:00:28Z,"GHG abatement through Solar Power Generation at Jaisalmer, Rajasthan, India",GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,7889,2013-10-31,2023-10-30,AMS-I.D. Grid connected renewable electricity generation,Solar Thermal - Electricity,Large Scale,6003
1380,2019-03-27T13:53:33Z,2025-05-09T15:49:48Z,"Bokpoort CSP (Concentrating Solar Power) Project, South Africa",GOLD_STANDARD_CERTIFIED_DESIGN,Gold Standard for the Global Goals,205501,2016-06-01,2026-05-30,ACM0002 Grid-connected electricity generation from renewable sources,Solar Thermal - Electricity,Large Scale,5929
1378,2019-03-27T13:53:33Z,2020-05-07T18:26:44Z,Renewable Energy Project by Panama Solar Energy Pvt. Ltd.,LISTED,Gold Standard for the Global Goals,17129,2017-06-01,2024-05-31,AMS-I.D. Grid connected renewable electricity generation,Solar Thermal - Electricity,Small Scale,5879
1377,2019-03-27T13:53:33Z,2025-04-25T21:16:16Z,"40 MW Orange Charanka Solar Power Project in Gujarat, India",GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,84421,2017-08-04,2029-08-03,ACM0002 Grid-connected electricity generation from renewable sources,Other,Large Scale,5866
1376,2019-03-27T13:53:32Z,2025-12-28T07:18:53Z,Renewable Power Project by Emami Power Ltd,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,31689,2017-08-03,2027-08-02,ACM0002 Grid-connected electricity generation from renewable sources,Solar Thermal - Electricity,Large Scale,5830
1375,2019-03-27T13:53:32Z,2026-09-15T17:28:36Z,30 MW Solar PV Project by Nirosha Solar Power Private Limited,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,46815,2016-09-20,2026-09-19,ACM0002 Grid-connected electricity generation from renewable sources,Solar Thermal - Electricity,Large Scale,5699
1374,2019-03-27T13:53:32Z,2026-09-18T18:07:50Z,Orb Energy Solar Program in India - VPA03,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,16339,2015-12-01,2025-11-30,AMS-II.C. Demand-side energy efficiency activities for specific technologies,Solar Thermal - Electricity,Small Scale,5643
1373,2019-03-27T13:53:32Z,2025-03-24T07:09:19Z,"20 MW Solar Project in Sanwreej, Jodhpur, Rajasthan",GOLD_STANDARD_CERTIFIED_PROJECT,v2.2 CASH,32743,2017-03-30,2029-03-29,ACM0002 Grid-connected electricity generation from renewable sources,Other,Large Scale,5575
1372,2019-03-27T13:53:32Z,2026-02-10T17:08:02Z,Solar Power Project by Fortum FinnSurya Energy Pvt Ltd,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,125400,2017-11-06,2027-11-05,ACM0002 Grid-connected electricity generation from renewable sources,Solar Thermal - Electricity,Large Scale,5523
1371,2019-03-27T13:53:32Z,2026-02-10T17:08:40Z,70 MW Bhadla Solar power plant by Fortum Finnsurya Energy Pvt Ltd (EKIESL-CDM-APRIL 16-01),GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,148562,2017-11-06,2027-11-05,ACM0002 Grid-connected electricity generation from renewable sources,Solar Thermal - Electricity,Large Scale,5519
1370,2019-03-27T13:53:31Z,2020-05-07T18:24:15Z,Qinghai Delingha Xiehe Solar PV Power Generation Project (GS3341 Conversion CER to VER),GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,41202,2013-01-01,2019-12-31,ACM0002 Grid-connected electricity generation from renewable sources,Solar Thermal - Electricity,Large scale,5404
1369,2019-03-27T13:53:31Z,2026-09-01T12:38:06Z,15 MW Solar Photovoltaic Power Project at Gujarat,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,24520,2012-12-27,2026-12-26,,Solar Thermal - Electricity,Small Scale,5377
1368,2019-03-27T13:53:31Z,2026-04-09T11:19:53Z,GS5304 MKOPA Solar Lighting Programme of Activities – Kenya VPA 4,GOLD_STANDARD_CERTIFIED_PROJECT,v2.2 CASH,42000,2016-02-12,2026-02-11,Not provided,Solar Thermal - Electricity,Small Scale,5317
1367,2019-03-27T13:53:31Z,2020-05-07T18:28:58Z,GS5304 MKOPA Solar Lighting Programme of Activities – Tanzania VPA 3,LISTED,2.2,40642,2016-02-12,2023-02-11,,Solar Thermal - Electricity,Small Scale,5316
1366,2019-03-27T13:53:31Z,2026-04-09T11:50:01Z,GS5304 MKOPA Solar Lighting Programme of Activities - Uganda VPA 2,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,42000,2016-02-12,2026-02-11,,Solar Thermal - Electricity,Small Scale,5315
1365,2019-03-27T13:53:30Z,2026-04-09T11:35:15Z,GS5304 MKOPA Solar Lighting Programme of Activities - Kenya VPA 1,GOLD_STANDARD_CERTIFIED_PROJECT,v2.2 CASH,42000,2016-02-12,2026-02-11,AMS-III.AR. Substituting fossil fuel based lighting with LED lighting systems,Solar Thermal - Electricity,Small Scale,5314
1364,2019-03-27T13:53:30Z,2024-10-25T12:00:16Z,M-KOPA Solar Lighting PoA,GOLD_STANDARD_CERTIFIED_DESIGN,v2.2 CASH,166642,2023-02-12,2028-02-11,AMS-III.AR. Substituting fossil fuel based lighting with LED lighting systems,Solar Thermal - Electricity,Small Scale,5304
1363,2019-03-27T13:53:30Z,2026-06-01T13:43:14Z,Grid-connected Solar PV project in Mérina Dakhar,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,34422,2017-11-20,2027-11-19,,Other,Large Scale,5228
1362,2019-03-27T13:53:30Z,2026-02-14T12:47:15Z,Solar Power Project in Rajasthan,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,34261,2015-04-12,2023-04-03,ACM0002 Grid-connected electricity generation from renewable sources,Solar Thermal - Electricity,Large Scale,5199
1360,2019-03-27T13:53:29Z,2025-12-28T08:54:54Z,Renewable Energy Project by Pramatha Power Pvt. Ltd. Goa (EKIESL- CDM. April 16-04),GOLD_STANDARD_CERTIFIED_DESIGN,Gold Standard for the Global Goals,21036,2017-05-15,2022-05-14,AMS-I.D. Grid connected renewable electricity generation,Solar Thermal - Electricity,Small Scale,5072
1358,2019-03-27T13:53:29Z,2025-12-31T14:11:06Z,Bundled Solar Power Project by Emami Power Limited,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,21633,2020-12-31,2025-12-30,AMS-I.D. Grid connected renewable electricity generation,Solar Thermal - Electricity,Small Scale,4895
1357,2019-03-27T13:53:29Z,2026-09-04T10:06:20Z,5MW Solar PV Power Plant by AEPL,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,7860,2013-04-12,2030-04-11,,Solar Thermal - Electricity,Small Scale,4824
1355,2019-03-27T13:53:28Z,2026-06-01T13:40:21Z,Grid-connected Solar PV project in Méouane,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,34506,2017-07-28,2027-07-27,,Other,Large Scale,4799
1353,2019-03-27T13:53:28Z,2020-05-07T18:25:17Z,Orb Energy Solar Program in India - VPA02,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,19260,2010-09-20,2020-09-19,AMS-I.C. Thermal energy production with or without electricity,Solar Thermal - Electricity,Small Scale,4596
1352,2019-03-27T13:53:28Z,2026-06-29T12:40:26Z,Solar Power Project by Fortum FinnSurya (EKIESL-CDM.February-15-01),GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,18462,2016-05-02,2028-05-01,,Solar Thermal - Electricity,Small Scale,4533
1351,2019-03-27T13:53:28Z,2026-04-02T09:06:05Z,11.35 MW bundled renewable energy based power generation by Interocean Group,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,20766,2017-09-01,2031-08-31,AMS-I.D. Grid connected renewable electricity generation,Solar Thermal - Electricity,Small Scale,4446
1350,2019-03-27T13:53:28Z,2020-05-07T18:25:19Z,Silopi Micro Scale Solar PV Project,LISTED,Gold Standard for the Global Goals,9075,2014-09-01,2024-08-31,,Solar Thermal - Electricity,Microscale,4368
1349,2019-03-27T13:53:27Z,2025-12-22T12:58:55Z,Orb Energy Solar Program in India (PoA),GOLD_STANDARD_CERTIFIED_DESIGN,Gold Standard for the Global Goals,0,2014-05-03,2026-05-02,AMS-I.C. Thermal energy production with or without electricity,Solar Thermal - Electricity,Small Scale,4289
1348,2019-03-27T13:53:27Z,2025-02-13T07:15:28Z,Orb Energy Solar Program In India - VPA01,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,22628,2014-05-03,2024-05-02,AMS-I.C. Thermal energy production with or without electricity,Other,Small Scale,4288
1347,2019-03-27T13:53:27Z,2026-09-10T11:52:26Z,Bagepalli CDM Reforestation Programme ,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,92103,2005-04-01,2035-04-02,,A/R,Small Scale,4240
1346,2019-03-27T13:53:27Z,2020-10-21T17:50:11Z,Pico Solar Home Systems Ethiopia,LISTED,Gold Standard for the Global Goals,5000,2015-04-01,2022-03-31,AMS-I.A. Electricity generation by the user,Solar Thermal - Electricity,Microscale,4217
1343,2019-03-27T13:53:26Z,2025-10-14T14:46:01Z,Solar Lighting in Rural Kenya - VPA 2,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,10000,2017-06-06,2027-06-05,AMS-I.A. Electricity generation by the user,Solar Thermal - Electricity,Micro Scale,3626
1342,2019-03-27T13:53:26Z,2022-02-26T11:11:43Z,ASYV 8.5MW Solar PV Project (CPA-001),GOLD_STANDARD_CERTIFIED_PROJECT,v2.2 CASH,9012,2015-10-23,2022-10-22,AMS-I.D. Grid connected renewable electricity generation,Solar Thermal - Electricity,Small Scale,3606
1341,2019-03-27T13:53:26Z,2020-05-07T18:32:43Z,Gigawatt Global Programme of Activities,GOLD_STANDARD_CERTIFIED_DESIGN,2.2,0,2016-01-01,2022-12-31,ACM0002 Grid-connected electricity generation from renewable sources,Solar Thermal - Electricity,Large scale,3587
1340,2019-03-27T13:53:26Z,2025-09-24T10:45:32Z,Panasolar Photovoltaic Project,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,10322,2018-06-01,2025-05-31,,Solar Thermal - Electricity,Small Scale,3556
1337,2019-03-27T13:53:25Z,2025-11-28T09:18:26Z,ACP Sustainable Forest Cover Establishment Project ,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,17024,2014-08-05,2019-08-05,,A/R,Small Scale,3421
1336,2019-03-27T13:53:25Z,2020-05-07T18:30:37Z,Qinghai Delingha Xiehe Phase II and Phase III Bundled Solar PV Power Generation Project,GOLD_STANDARD_CERTIFIED_PROJECT,2.2,54247,2013-03-13,2020-03-12,ACM0002 Grid-connected electricity generation from renewable sources,Solar Thermal - Electricity,Large scale,3344
1335,2019-03-27T13:53:25Z,2020-05-07T18:29:31Z,Qinghai Shineng Gonghe 30MWp Grid-connected PV Power Generation Project,LISTED,Gold Standard for the Global Goals,41566,2014-06-30,2020-06-29,ACM0002 Grid-connected electricity generation from renewable sources,Solar Thermal - Electricity,Large scale,3342
1334,2019-03-27T13:53:25Z,2020-05-07T18:19:42Z,Qinghai Delingha Xiehe Solar PV Power Generation Project,GOLD_STANDARD_CERTIFIED_DESIGN,2.2,41202,2012-11-01,2019-11-01,ACM0002 Grid-connected electricity generation from renewable sources,Solar Thermal - Electricity,Large scale,3341
1333,2019-03-27T13:53:24Z,2025-11-24T12:00:44Z,Afforestation on the Big Island of Hawaii: Restoring native hardwood forests and enhancing multiple ecosystem services ,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,10000,2014-06-09,2019-06-09,,A/R,Small Scale,3260
1332,2019-03-27T13:53:24Z,2025-11-24T09:06:55Z,Dongdongtan 9MWp Solar PV Project,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,11253,2013-12-08,2027-12-07,AMS-I.D. Grid connected renewable electricity generation,Solar Thermal - Electricity,Small Scale,2680
1331,2019-03-27T13:53:24Z,2025-11-24T09:08:39Z,Ulan Phase II 10MWp Solar PV Project,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,13798,2013-12-20,2027-12-19,AMS-I.D. Grid connected renewable electricity generation,Solar Thermal - Electricity,Small Scale,2679
1330,2019-03-27T13:53:24Z,2025-11-24T09:10:13Z,Huili Shubaoxiang Solar PV Power Generation Phase I Project,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,9641,2013-12-26,2027-12-25,AMS-I.D. Grid connected renewable electricity generation,Solar Thermal - Electricity,Small Scale,2678
1329,2019-03-27T13:53:24Z,2025-12-15T12:15:30Z,Tailai Tangchi Solar PV Power Generation Project,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,11706,2015-01-19,2029-01-18,AMS-I.D. Grid connected renewable electricity generation,Solar Thermal - Electricity,Small Scale,2535
1328,2019-03-27T13:53:24Z,2025-12-15T12:09:08Z,Shuangliao Solar PV Power Generation Project,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,12897,2013-09-28,2027-09-27,AMS-I.D. Grid connected renewable electricity generation,Solar Thermal - Electricity,Small Scale,2534
1327,2019-03-27T13:53:23Z,2026-08-18T15:29:15Z,GS2527 - Mobisol Solar Home Systems in Tanzania – VPA 1,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,9630,2015-06-19,2025-06-18,,Solar Thermal - Electricity,Micro Scale,2528
1326,2019-03-27T13:53:23Z,2026-04-29T13:41:43Z,Mobisol Solar Home Systems Micro-Scale PoA,GOLD_STANDARD_CERTIFIED_DESIGN,Gold Standard for the Global Goals,0,2014-03-11,2021-03-11,,Solar Thermal - Electricity,Micro Scale,2527
1325,2019-03-27T13:53:23Z,2025-12-22T07:20:35Z,Ningxia Lingwu Baitugang 40MWp Solar PV Power Generation Project,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,48263,2013-05-05,2027-05-04,ACM0002 Grid-connected electricity generation from renewable sources,Solar Thermal - Electricity,Large Scale,2501
1324,2019-03-27T13:53:23Z,2020-05-07T18:22:50Z,Yongren Ganbala Grid-connected Photovoltaic Power Project,GOLD_STANDARD_CERTIFIED_PROJECT,2.2,55783,2014-02-19,2021-02-18,ACM0002 Grid-connected electricity generation from renewable sources,Solar Thermal - Electricity,Large scale,2498
1322,2019-03-27T13:53:23Z,2025-12-16T07:16:25Z,Yixin Gonghe 10MWp Solar PV Project,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,14680,2013-09-14,2028-04-07,AMS-I.D. Grid connected renewable electricity generation,Solar Thermal - Electricity,Small Scale,2488
1321,2019-03-27T13:53:22Z,2025-12-16T07:13:41Z,Haijin Gonghe 10MWp Solar PV Project,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,14069,2013-09-14,2027-09-13,AMS-I.D. Grid connected renewable electricity generation,Solar Thermal - Electricity,Small Scale,2487
1320,2019-03-27T13:53:22Z,2020-05-07T18:23:30Z,Qinghai Jingneng Ge'ermu Solar PV Power Project,GOLD_STANDARD_CERTIFIED_DESIGN,2.2,88738,2013-01-01,2020-01-01,ACM0002 Grid-connected electricity generation from renewable sources,Solar Thermal - Electricity,Large scale,2485
1319,2019-03-27T13:53:22Z,2020-05-07T18:28:15Z,Solar Power Company 94MW Project,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,56063,2013-01-01,2019-12-31,ACM0002 Grid-connected electricity generation from renewable sources,Solar Thermal - Electricity,Large scale,2478
1318,2019-03-27T13:53:22Z,2020-05-07T18:29:30Z,San Carlos Solar Energy Project,LISTED,Gold Standard for the Global Goals,14508,2012-07-01,2019-06-30,ACM0002 Grid-connected electricity generation from renewable sources,Solar Thermal - Electricity,Large scale,2477
1317,2019-03-27T13:53:22Z,2025-11-23T17:28:22Z,Reforestation in Mountanous Communities of Yunnan ,GOLD_STANDARD_CERTIFIED_DESIGN,Gold Standard for the Global Goals,160,2017-01-01,2028-01-01,,A/R,Small Scale,2466
1316,2019-03-27T13:53:21Z,2020-10-21T17:49:31Z,Qinghai photovoltaic water pump system for irrigation project,LISTED,Gold Standard for the Global Goals,5000,2013-12-31,2023-12-30,,Solar Thermal - Electricity,Microscale,2455
1315,2019-03-27T13:53:21Z,2020-05-07T18:25:23Z,Everbright Zhenjiang Bundled Solar PV Power Generation Project_preCDM VER,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,11567,2012-04-01,2019-03-31,AMS-I.D. Grid connected renewable electricity generation,Solar Thermal - Electricity,Small Scale,2403
1314,2019-03-27T13:53:21Z,2020-05-07T18:22:21Z,Everbright Suqian & Huaining Bundled Solar PV Power Generation Project_preCDM VER,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,8770,2011-09-01,2018-08-31,AMS-I.D. Grid connected renewable electricity generation,Solar Thermal - Electricity,Small Scale,2402
1312,2019-03-27T13:53:21Z,2020-05-07T18:20:51Z,"50MW Photovoltaic Power Project in Cholistan, Islamic Republic of Pakistan",LISTED,Gold Standard for the Global Goals,32070,2013-07-30,2020-07-29,ACM0002 Grid-connected electricity generation from renewable sources,Solar Thermal - Electricity,Large scale,2289
1311,2019-03-27T13:53:21Z,2020-05-07T18:23:48Z,PoA Solar PV in Pakistan,LISTED,Gold Standard for the Global Goals,0,2015-03-08,2022-03-07,ACM0002 Grid-connected electricity generation from renewable sources,Solar Thermal - Electricity,Large scale,2288
1310,2019-03-27T13:53:20Z,2020-05-07T18:22:48Z,Everbright Zhenjiang Bundled Solar PV Power Generation Project,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,11567,2012-04-01,2022-03-31,AMS-I.D. Grid connected renewable electricity generation,Solar Thermal - Electricity,Small Scale,1747
1309,2019-03-27T13:53:20Z,2020-05-07T18:29:24Z,Yongren Ganbala Grid-connected Photovoltaic Power Project-Pre CDM clone,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,55783,2013-07-01,2020-06-30,ACM0002 Grid-connected electricity generation from renewable sources,Solar Thermal - Electricity,Large scale,3028
1308,2019-03-27T13:53:20Z,2020-05-07T18:28:21Z,GS1302 MicroScale Solar Photovoltaic Programme VPA1,LISTED,2.2,10000,2013-06-01,2020-05-31,AMS-I.L. Electrification of rural communities using renewable energy,Solar Thermal - Electricity,Microscale,1338
1307,2019-03-27T13:53:20Z,2020-05-07T18:20:05Z,GS1302 MicroScale Solar Photovoltaic Programme,LISTED,Gold Standard for the Global Goals,0,2013-12-01,2020-11-30,AMS-I.A. Electricity generation by the user,Solar Thermal - Electricity,Microscale,1302
1306,2019-03-27T13:53:20Z,2020-05-07T18:27:56Z,MicroEnergy Credits Microfinance For Clean Energy Product Lines India,LISTED,2.1,72986,2013-01-01,2019-12-31,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,Solar Thermal - Electricity,Small Scale,1204
1305,2019-03-27T13:53:20Z,2020-05-07T18:22:29Z,CGN Tibet Shannan Sangri Phase I 10MWp Grid-connected Solar PV Power Generation Project,GOLD_STANDARD_CERTIFIED_DESIGN,2.1,7426,2013-04-01,2020-04-01,AMS-I.D. Grid connected renewable electricity generation,Solar Thermal - Electricity,Microscale,1194
1304,2019-03-27T13:53:19Z,2026-09-11T16:18:44Z,60MW Solar PV - Monte Plata,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,53000,2015-05-31,2025-05-30,ACM0002 Grid-connected electricity generation from renewable sources,Solar Thermal - Electricity,Large Scale,1117
1303,2019-03-27T13:53:19Z,2021-03-26T11:10:28Z,Rural Education for Development Society (REDS) Photovoltaic Lighting Project,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,1461,2012-02-01,2022-01-31,AMS-I.L. Electrification of rural communities using renewable energy,Solar Thermal - Electricity,Microscale,1059
1302,2019-03-27T13:53:19Z,2020-05-07T18:21:54Z,"Yunnan 24,000 Rural Household Biogas Carbon Emission Reduction Project",LISTED,2.1,45080,2014-01-01,2023-12-31,GS TPDDTEC v 1.,Biogas - Heat,Small Scale,998
1301,2019-03-27T13:53:19Z,2024-07-08T17:47:10Z,LAYA Paderu Energy Efficient Woodstoves Project,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,5000,2012-07-31,2022-07-30,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Energy Efficiency - Domestic,Micro scale,997
1299,2019-03-27T13:53:19Z,2020-05-07T18:25:19Z,Highveld Air Quality - Wesselton project,GOLD_STANDARD_CERTIFIED_PROJECT,2.1,4000,2010-05-01,2020-04-30,GS Alternative Ignition Coal Fires v1.,Energy Efficiency - Domestic,Microscale,993
1298,2019-03-27T13:53:18Z,2020-05-07T18:27:13Z,Highveld Air Quality - Seme project,GOLD_STANDARD_CERTIFIED_PROJECT,2.1,4000,2010-04-16,2020-04-16,GS Alternative Ignition Coal Fires v1.,Energy Efficiency - Domestic,Microscale,992
1297,2019-03-27T13:53:18Z,2020-05-07T18:20:45Z,Highveld Air Quality - Sakhile project,GOLD_STANDARD_CERTIFIED_PROJECT,2.1,4000,2010-05-01,2020-04-30,GS Alternative Ignition Coal Fires v1.,Energy Efficiency - Domestic,Microscale,991
1296,2019-03-27T13:53:18Z,2020-05-07T18:20:44Z,Highveld Air Quality - EMM south project,GOLD_STANDARD_CERTIFIED_PROJECT,2.1,4000,2010-05-01,2020-04-30,GS Alternative Ignition Coal Fires v1.,Energy Efficiency - Domestic,Microscale,990
1295,2019-03-27T13:53:18Z,2020-05-07T18:30:53Z,Highveld Air Quality - EMM central project,GOLD_STANDARD_CERTIFIED_PROJECT,2.1,4000,2010-06-01,2020-04-30,GS Alternative Ignition Coal Fires v1.,Energy Efficiency - Domestic,Microscale,989
1294,2019-03-27T13:53:18Z,2020-05-07T18:33:47Z,Highveld Air Quality - EMM north project,GOLD_STANDARD_CERTIFIED_PROJECT,2.1,4000,2010-06-01,2020-04-30,GS Alternative Ignition Coal Fires v1.,Energy Efficiency - Domestic,Microscale,988
1293,2019-03-27T13:53:18Z,2020-05-07T18:27:08Z,Highveld Air Quality - Emfuleni project,GOLD_STANDARD_CERTIFIED_PROJECT,2.1,4000,2009-05-01,2019-04-30,GS Alternative Ignition Coal Fires v1.,Energy Efficiency - Domestic,Microscale,987
1292,2019-03-27T13:53:17Z,2020-05-07T18:27:08Z,Highveld Air Quality - NFS project,GOLD_STANDARD_CERTIFIED_PROJECT,2.1,4000,2007-05-01,2017-04-30,GS Alternative Ignition Coal Fires v1.,Energy Efficiency - Domestic,Microscale,986
1291,2019-03-27T13:53:17Z,2020-05-07T18:27:09Z,SUCATI Hydropower Project,LISTED,2.1,27,2012-04-01,2019-03-31,AMS-I.D. Grid connected renewable electricity generation,"Small, Low - Impact Hydro",Small Scale,984
1290,2019-03-27T13:53:17Z,2026-05-06T20:10:09Z,"Accion Fraterna Biogas CDM project for rural communities in Anantapur, Andhra Pradesh",GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,45771,2014-05-31,2026-05-30,AMS-I.E. Switch from Non-Renewable Biomass for Thermal Applications by the User,Biogas - Heat,Small Scale,980
1289,2019-03-27T13:53:17Z,2020-05-07T18:20:18Z,Iganga Improved Cook Stoves,LISTED,Gold Standard for the Global Goals,5000,2012-01-01,2018-12-31,,Energy Efficiency - Domestic,Small Scale,979
1288,2019-03-27T13:53:17Z,2020-05-07T18:21:52Z,West Kisumu Improved Cook Stoves,GOLD_STANDARD_CERTIFIED_PROJECT,2.1,75000,2012-02-01,2019-02-01,GS TPDDTEC v 1.,Energy Efficiency - Domestic,Small Scale,978
1287,2019-03-27T13:53:17Z,2020-05-07T18:24:10Z,Msambweni Improved Cook Stoves,GOLD_STANDARD_CERTIFIED_PROJECT,2.1,4048,2011-03-13,2018-03-13,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,Energy Efficiency - Domestic,Small Scale,977
1286,2019-03-27T13:53:16Z,2020-05-07T18:23:28Z,Meru Improved Cook Stoves,GOLD_STANDARD_CERTIFIED_PROJECT,2.1,75000,2012-02-01,2019-02-01,GS TPDDTEC v 1.,Energy Efficiency - Domestic,Small Scale,976
1285,2019-03-27T13:53:16Z,2025-05-09T15:49:46Z,Improved Cook Stoves for East Africa (ICSEA) PoA,GOLD_STANDARD_CERTIFIED_DESIGN,Gold Standard for the Global Goals,0,2012-08-17,2019-08-16,AMS-II.G. Energy Efficiency Measures in Thermal Applications of Non-Renewable Biomass,Energy Efficiency - Domestic,Small Scale,973
